area,type,count
新北市新店區,公共及公用設施,461
新北市新店區,農糧作物,1890
新北市新店區,道路或道路設施,1231
新北市新店區,林業使用,14608
新北市新店區,農水路使用,23
新北市新店區,潛在可供農業使用,2636
新北市新店區,河川及水利設施,280
新北市新店區,農舍,6
新北市新店區,畜牧使用,35
新北市石碇區,林業使用,22065
新北市石碇區,其他建築使用,1564
新北市石碇區,河川及水利設施,196
新北市石碇區,道路或道路設施,906
新北市石碇區,潛在可供農業使用,2079
新北市石碇區,農糧作物,1758
新北市石碇區,農舍,11
新北市石碇區,工廠,76
新北市石碇區,公共及公用設施,48
新北市石碇區,畜牧使用,15
新北市石碇區,農水路使用,52
新北市石碇區,休閒農場,2
新北市深坑區,潛在可供農業使用,1551
新北市深坑區,林業使用,5421
新北市深坑區,農糧作物,803
新北市深坑區,其他建築使用,868
新北市深坑區,農水路使用,6
新北市深坑區,道路或道路設施,432
新北市深坑區,工廠,132
新北市深坑區,農舍,12
新北市深坑區,河川及水利設施,82
新北市深坑區,公共及公用設施,48
新北市深坑區,畜牧使用,24
新北市坪林區,潛在可供農業使用,2617
新北市坪林區,公共及公用設施,36
新北市坪林區,道路或道路設施,1274
新北市坪林區,農糧作物,4285
新北市坪林區,林業使用,16997
新北市坪林區,其他建築使用,2371
新北市坪林區,工廠,40
新北市坪林區,河川及水利設施,86
新北市坪林區,農水路使用,22
新北市烏來區,其他建築使用,685
新北市烏來區,林業使用,4902
新北市烏來區,道路或道路設施,591
新北市烏來區,潛在可供農業使用,378
新北市烏來區,農糧作物,119
新北市烏來區,公共及公用設施,59
新北市烏來區,工廠,30
新北市烏來區,河川及水利設施,55
新北市烏來區,農水路使用,3
新北市金山區,林業使用,5393
新北市金山區,其他建築使用,1820
新北市金山區,河川及水利設施,304
新北市金山區,道路或道路設施,919
新北市金山區,潛在可供農業使用,2081
新北市金山區,農舍,41
新北市金山區,農糧作物,2032
新北市金山區,公共及公用設施,197
新北市金山區,工廠,63
新北市金山區,養殖魚塭,4
新北市金山區,農水路使用,50
新北市金山區,畜牧使用,12
新北市金山區,休閒農場,10
新北市萬里區,林業使用,4603
新北市萬里區,農糧作物,957
新北市萬里區,潛在可供農業使用,1052
新北市萬里區,其他建築使用,1046
新北市萬里區,道路或道路設施,314
新北市萬里區,河川及水利設施,88
新北市萬里區,工廠,75
新北市萬里區,農舍,8
新北市萬里區,公共及公用設施,103
新北市萬里區,畜牧使用,15
新北市萬里區,農水路使用,40
新北市汐止區,林業使用,13417
新北市汐止區,農糧作物,1386
新北市汐止區,潛在可供農業使用,1614
新北市汐止區,其他建築使用,1986
新北市汐止區,公共及公用設施,295
新北市汐止區,道路或道路設施,901
新北市汐止區,河川及水利設施,249
新北市汐止區,工廠,619
新北市汐止區,農水路使用,37
新北市汐止區,農舍,12
新北市汐止區,畜牧使用,8
新北市淡水區,其他建築使用,1736
新北市淡水區,林業使用,5431
新北市淡水區,河川及水利設施,76
新北市淡水區,潛在可供農業使用,1877
新北市淡水區,道路或道路設施,427
新北市淡水區,農糧作物,2582
新北市淡水區,畜牧使用,87
新北市淡水區,農水路使用,135
新北市淡水區,農舍,21
新北市淡水區,工廠,227
新北市淡水區,公共及公用設施,186
新北市淡水區,休閒農場,2
新北市三芝區,潛在可供農業使用,2625
新北市三芝區,林業使用,6388
新北市三芝區,農糧作物,3083
新北市三芝區,道路或道路設施,636
新北市三芝區,畜牧使用,36
新北市三芝區,農水路使用,80
新北市三芝區,其他建築使用,1914
新北市三芝區,工廠,174
新北市三芝區,河川及水利設施,169
新北市三芝區,農舍,24
新北市三芝區,公共及公用設施,63
新北市三芝區,休閒農場,4
新北市石門區,工廠,27
新北市石門區,其他建築使用,1812
新北市石門區,潛在可供農業使用,1443
新北市石門區,道路或道路設施,474
新北市石門區,河川及水利設施,87
新北市石門區,林業使用,5632
新北市石門區,農糧作物,974
新北市石門區,農水路使用,75
新北市石門區,畜牧使用,11
新北市石門區,公共及公用設施,111
新北市石門區,農舍,5
新北市石門區,休閒農場,13
新北市八里區,潛在可供農業使用,2213
新北市八里區,其他建築使用,3347
新北市八里區,林業使用,2610
新北市八里區,工廠,754
新北市八里區,道路或道路設施,760
新北市八里區,農水路使用,17
新北市八里區,農糧作物,1773
新北市八里區,畜牧使用,30
新北市八里區,河川及水利設施,151
新北市八里區,公共及公用設施,99
新北市八里區,農舍,19
新北市瑞芳區,林業使用,7657
新北市瑞芳區,其他建築使用,1285
新北市瑞芳區,道路或道路設施,484
新北市瑞芳區,潛在可供農業使用,581
新北市瑞芳區,公共及公用設施,83
新北市瑞芳區,工廠,254
新北市瑞芳區,農糧作物,371
新北市瑞芳區,河川及水利設施,196
新北市瑞芳區,農水路使用,26
新北市瑞芳區,畜牧使用,2
新北市瑞芳區,農舍,2
新北市平溪區,林業使用,9566
新北市平溪區,潛在可供農業使用,891
新北市平溪區,道路或道路設施,409
新北市平溪區,河川及水利設施,314
新北市平溪區,農糧作物,556
新北市平溪區,其他建築使用,653
新北市平溪區,農舍,5
新北市平溪區,公共及公用設施,61
新北市平溪區,農水路使用,9
新北市平溪區,工廠,12
新北市雙溪區,道路或道路設施,389
新北市雙溪區,林業使用,15625
新北市雙溪區,其他建築使用,1161
新北市雙溪區,潛在可供農業使用,1878
新北市雙溪區,農糧作物,1474
新北市雙溪區,河川及水利設施,189
新北市雙溪區,農舍,13
新北市雙溪區,工廠,19
新北市雙溪區,農水路使用,62
新北市雙溪區,畜牧使用,21
新北市雙溪區,公共及公用設施,40
新北市雙溪區,休閒農場,40
新北市貢寮區,林業使用,12560
新北市貢寮區,農糧作物,1117
新北市貢寮區,河川及水利設施,397
新北市貢寮區,潛在可供農業使用,3651
新北市貢寮區,其他建築使用,2682
新北市貢寮區,道路或道路設施,623
新北市貢寮區,農水路使用,55
新北市貢寮區,公共及公用設施,84
新北市貢寮區,工廠,40
新北市貢寮區,畜牧使用,14
新北市貢寮區,農舍,4
新北市貢寮區,養殖魚塭,325
新北市三重區,潛在可供農業使用,3
新北市三重區,農糧作物,70
新北市三重區,養殖魚塭,1
新北市三重區,河川及水利設施,9
新北市三重區,工廠,10
新北市三重區,其他建築使用,6
新北市三重區,林業使用,1
新北市三重區,道路或道路設施,9
新北市蘆洲區,潛在可供農業使用,127
新北市蘆洲區,河川及水利設施,139
新北市蘆洲區,其他建築使用,454
新北市蘆洲區,公共及公用設施,45
新北市蘆洲區,道路或道路設施,295
新北市蘆洲區,工廠,606
新北市蘆洲區,農糧作物,294
新北市蘆洲區,林業使用,49
新北市蘆洲區,農舍,2
新北市永和區,農糧作物,49
新北市永和區,河川及水利設施,1
新北市中和區,農糧作物,266
新北市中和區,林業使用,1486
新北市中和區,其他建築使用,546
新北市中和區,公共及公用設施,185
新北市中和區,道路或道路設施,329
新北市中和區,潛在可供農業使用,250
新北市中和區,河川及水利設施,47
新北市中和區,工廠,250
新北市中和區,農舍,6
新北市中和區,農水路使用,2
新北市中和區,畜牧使用,2
新北市三峽區,道路或道路設施,943
新北市三峽區,其他建築使用,2926
新北市三峽區,潛在可供農業使用,3806
新北市三峽區,農糧作物,4205
新北市三峽區,林業使用,12859
新北市三峽區,河川及水利設施,307
新北市三峽區,公共及公用設施,120
新北市三峽區,農水路使用,64
新北市三峽區,工廠,951
新北市三峽區,農舍,102
新北市三峽區,畜牧使用,23
新北市鶯歌區,其他建築使用,1238
新北市鶯歌區,農糧作物,1151
新北市鶯歌區,林業使用,2455
新北市鶯歌區,公共及公用設施,76
新北市鶯歌區,潛在可供農業使用,1003
新北市鶯歌區,工廠,871
新北市鶯歌區,農水路使用,139
新北市鶯歌區,道路或道路設施,426
新北市鶯歌區,養殖魚塭,1
新北市鶯歌區,河川及水利設施,152
新北市鶯歌區,農舍,8
新北市樹林區,林業使用,3217
新北市樹林區,其他建築使用,1672
新北市樹林區,道路或道路設施,492
新北市樹林區,潛在可供農業使用,1073
新北市樹林區,農糧作物,1804
新北市樹林區,河川及水利設施,241
新北市樹林區,工廠,1385
新北市樹林區,農舍,43
新北市樹林區,公共及公用設施,60
新北市樹林區,畜牧使用,29
新北市樹林區,農水路使用,21
宜蘭縣羅東鎮,農糧作物,2432
宜蘭縣羅東鎮,其他建築使用,786
宜蘭縣羅東鎮,潛在可供農業使用,328
宜蘭縣羅東鎮,公共及公用設施,18
宜蘭縣羅東鎮,道路或道路設施,120
宜蘭縣羅東鎮,林業使用,31
宜蘭縣羅東鎮,河川及水利設施,78
宜蘭縣羅東鎮,農水路使用,741
宜蘭縣羅東鎮,工廠,78
宜蘭縣羅東鎮,農舍,454
宜蘭縣羅東鎮,畜牧使用,4
宜蘭縣羅東鎮,休閒農場,5
宜蘭縣五結鄉,潛在可供農業使用,2250
宜蘭縣五結鄉,其他建築使用,3319
宜蘭縣五結鄉,農水路使用,1791
宜蘭縣五結鄉,農舍,888
宜蘭縣五結鄉,畜牧使用,63
宜蘭縣五結鄉,公共及公用設施,44
宜蘭縣五結鄉,農糧作物,8564
宜蘭縣五結鄉,道路或道路設施,567
宜蘭縣五結鄉,養殖魚塭,696
宜蘭縣五結鄉,工廠,267
宜蘭縣五結鄉,河川及水利設施,504
宜蘭縣五結鄉,林業使用,188
宜蘭縣五結鄉,休閒農場,3
宜蘭縣冬山鄉,潛在可供農業使用,3438
宜蘭縣冬山鄉,農糧作物,13199
宜蘭縣冬山鄉,道路或道路設施,674
宜蘭縣冬山鄉,其他建築使用,4292
宜蘭縣冬山鄉,林業使用,2621
宜蘭縣冬山鄉,工廠,504
宜蘭縣冬山鄉,農舍,1866
宜蘭縣冬山鄉,河川及水利設施,707
宜蘭縣冬山鄉,畜牧使用,84
宜蘭縣冬山鄉,農水路使用,2558
宜蘭縣冬山鄉,養殖魚塭,141
宜蘭縣冬山鄉,公共及公用設施,92
宜蘭縣冬山鄉,休閒農場,60
宜蘭縣蘇澳鎮,林業使用,2720
宜蘭縣蘇澳鎮,潛在可供農業使用,1556
宜蘭縣蘇澳鎮,其他建築使用,1119
宜蘭縣蘇澳鎮,公共及公用設施,49
宜蘭縣蘇澳鎮,道路或道路設施,428
宜蘭縣蘇澳鎮,河川及水利設施,415
宜蘭縣蘇澳鎮,農糧作物,5107
宜蘭縣蘇澳鎮,休閒農場,3
宜蘭縣蘇澳鎮,農舍,48
宜蘭縣蘇澳鎮,工廠,109
宜蘭縣蘇澳鎮,畜牧使用,29
宜蘭縣蘇澳鎮,養殖魚塭,95
宜蘭縣蘇澳鎮,農水路使用,121
宜蘭縣三星鄉,農糧作物,15070
宜蘭縣三星鄉,道路或道路設施,294
宜蘭縣三星鄉,農水路使用,4653
宜蘭縣三星鄉,其他建築使用,2168
宜蘭縣三星鄉,河川及水利設施,898
宜蘭縣三星鄉,休閒農場,27
宜蘭縣三星鄉,農舍,1923
宜蘭縣三星鄉,林業使用,2140
宜蘭縣三星鄉,工廠,173
宜蘭縣三星鄉,潛在可供農業使用,1492
宜蘭縣三星鄉,畜牧使用,92
宜蘭縣三星鄉,公共及公用設施,107
宜蘭縣三星鄉,養殖魚塭,2
宜蘭縣大同鄉,林業使用,10651
宜蘭縣大同鄉,農糧作物,3787
宜蘭縣大同鄉,潛在可供農業使用,1496
宜蘭縣大同鄉,其他建築使用,387
宜蘭縣大同鄉,道路或道路設施,236
宜蘭縣大同鄉,河川及水利設施,291
宜蘭縣大同鄉,養殖魚塭,14
宜蘭縣大同鄉,農舍,45
宜蘭縣大同鄉,公共及公用設施,70
宜蘭縣大同鄉,工廠,9
宜蘭縣大同鄉,農水路使用,10
宜蘭縣大同鄉,畜牧使用,1
宜蘭縣南澳鄉,林業使用,7929
宜蘭縣南澳鄉,農糧作物,2178
宜蘭縣南澳鄉,其他建築使用,503
宜蘭縣南澳鄉,潛在可供農業使用,1015
宜蘭縣南澳鄉,農水路使用,7
宜蘭縣南澳鄉,道路或道路設施,152
宜蘭縣南澳鄉,河川及水利設施,182
宜蘭縣南澳鄉,農舍,14
宜蘭縣南澳鄉,公共及公用設施,21
宜蘭縣南澳鄉,養殖魚塭,3
宜蘭縣南澳鄉,畜牧使用,1
宜蘭縣南澳鄉,工廠,6
宜蘭縣宜蘭市,道路或道路設施,846
宜蘭縣宜蘭市,農糧作物,7277
宜蘭縣宜蘭市,其他建築使用,3474
宜蘭縣宜蘭市,工廠,278
宜蘭縣宜蘭市,公共及公用設施,79
宜蘭縣宜蘭市,潛在可供農業使用,1492
宜蘭縣宜蘭市,農舍,1721
宜蘭縣宜蘭市,林業使用,346
宜蘭縣宜蘭市,河川及水利設施,762
宜蘭縣宜蘭市,養殖魚塭,9
宜蘭縣宜蘭市,農水路使用,920
宜蘭縣宜蘭市,畜牧使用,46
宜蘭縣宜蘭市,休閒農場,8
宜蘭縣頭城鎮,河川及水利設施,585
宜蘭縣頭城鎮,潛在可供農業使用,2349
宜蘭縣頭城鎮,農糧作物,2723
宜蘭縣頭城鎮,其他建築使用,1144
宜蘭縣頭城鎮,養殖魚塭,815
宜蘭縣頭城鎮,農舍,131
宜蘭縣頭城鎮,道路或道路設施,424
宜蘭縣頭城鎮,林業使用,4122
宜蘭縣頭城鎮,農水路使用,265
宜蘭縣頭城鎮,休閒農場,65
宜蘭縣頭城鎮,畜牧使用,28
宜蘭縣頭城鎮,公共及公用設施,24
宜蘭縣頭城鎮,工廠,104
宜蘭縣礁溪鄉,農水路使用,2088
宜蘭縣礁溪鄉,道路或道路設施,892
宜蘭縣礁溪鄉,農糧作物,9992
宜蘭縣礁溪鄉,河川及水利設施,970
宜蘭縣礁溪鄉,農舍,907
宜蘭縣礁溪鄉,畜牧使用,155
宜蘭縣礁溪鄉,其他建築使用,3021
宜蘭縣礁溪鄉,公共及公用設施,126
宜蘭縣礁溪鄉,潛在可供農業使用,3011
宜蘭縣礁溪鄉,養殖魚塭,1056
宜蘭縣礁溪鄉,林業使用,4468
宜蘭縣礁溪鄉,工廠,210
宜蘭縣礁溪鄉,休閒農場,19
宜蘭縣壯圍鄉,潛在可供農業使用,2756
宜蘭縣壯圍鄉,農水路使用,2862
宜蘭縣壯圍鄉,農糧作物,10340
宜蘭縣壯圍鄉,河川及水利設施,993
宜蘭縣壯圍鄉,道路或道路設施,634
宜蘭縣壯圍鄉,其他建築使用,1352
宜蘭縣壯圍鄉,農舍,1832
宜蘭縣壯圍鄉,林業使用,446
宜蘭縣壯圍鄉,工廠,118
宜蘭縣壯圍鄉,畜牧使用,66
宜蘭縣壯圍鄉,公共及公用設施,70
宜蘭縣壯圍鄉,休閒農場,10
宜蘭縣壯圍鄉,養殖魚塭,915
宜蘭縣員山鄉,農糧作物,9931
宜蘭縣員山鄉,農水路使用,3099
宜蘭縣員山鄉,潛在可供農業使用,2703
宜蘭縣員山鄉,公共及公用設施,85
宜蘭縣員山鄉,林業使用,4631
宜蘭縣員山鄉,河川及水利設施,728
宜蘭縣員山鄉,其他建築使用,2317
宜蘭縣員山鄉,農舍,2237
宜蘭縣員山鄉,道路或道路設施,495
宜蘭縣員山鄉,畜牧使用,149
宜蘭縣員山鄉,休閒農場,54
宜蘭縣員山鄉,工廠,156
宜蘭縣員山鄉,養殖魚塭,34
桃園市桃園區,養殖魚塭,116
桃園市桃園區,河川及水利設施,518
桃園市桃園區,農糧作物,3995
桃園市桃園區,道路或道路設施,1226
桃園市桃園區,其他建築使用,5835
桃園市桃園區,潛在可供農業使用,964
桃園市桃園區,工廠,1235
桃園市桃園區,林業使用,654
桃園市桃園區,農舍,212
桃園市桃園區,公共及公用設施,124
桃園市桃園區,農水路使用,96
桃園市桃園區,畜牧使用,6
桃園市龜山區,其他建築使用,5687
桃園市龜山區,林業使用,8518
桃園市龜山區,農糧作物,1564
桃園市龜山區,道路或道路設施,1487
桃園市龜山區,工廠,2214
桃園市龜山區,潛在可供農業使用,2080
桃園市龜山區,河川及水利設施,292
桃園市龜山區,公共及公用設施,314
桃園市龜山區,農水路使用,43
桃園市龜山區,養殖魚塭,27
桃園市龜山區,畜牧使用,18
桃園市龜山區,農舍,15
桃園市中壢區,道路或道路設施,2557
桃園市中壢區,其他建築使用,10739
桃園市中壢區,潛在可供農業使用,3681
桃園市中壢區,河川及水利設施,827
桃園市中壢區,工廠,1777
桃園市中壢區,公共及公用設施,376
桃園市中壢區,農舍,1455
桃園市中壢區,農糧作物,13080
桃園市中壢區,林業使用,1042
桃園市中壢區,農水路使用,2384
桃園市中壢區,畜牧使用,128
桃園市中壢區,養殖魚塭,224
桃園市觀音區,潛在可供農業使用,4402
桃園市觀音區,河川及水利設施,647
桃園市觀音區,林業使用,1569
桃園市觀音區,農糧作物,21632
桃園市觀音區,其他建築使用,4446
桃園市觀音區,道路或道路設施,1230
桃園市觀音區,養殖魚塭,557
桃園市觀音區,工廠,1137
桃園市觀音區,公共及公用設施,110
桃園市觀音區,農舍,879
桃園市觀音區,畜牧使用,139
桃園市觀音區,農水路使用,5204
桃園市觀音區,休閒農場,14
桃園市大溪區,河川及水利設施,958
桃園市大溪區,其他建築使用,4868
桃園市大溪區,林業使用,6870
桃園市大溪區,農糧作物,8203
桃園市大溪區,潛在可供農業使用,6124
桃園市大溪區,道路或道路設施,1457
桃園市大溪區,養殖魚塭,76
桃園市大溪區,工廠,921
桃園市大溪區,農水路使用,1175
桃園市大溪區,農舍,283
桃園市大溪區,公共及公用設施,332
桃園市大溪區,畜牧使用,38
桃園市大溪區,休閒農場,8
桃園市龍潭區,林業使用,7256
桃園市龍潭區,潛在可供農業使用,5855
桃園市龍潭區,農糧作物,7843
桃園市龍潭區,農舍,469
桃園市龍潭區,其他建築使用,6267
桃園市龍潭區,農水路使用,99
桃園市龍潭區,公共及公用設施,393
桃園市龍潭區,河川及水利設施,547
桃園市龍潭區,道路或道路設施,1812
桃園市龍潭區,工廠,1006
桃園市龍潭區,畜牧使用,104
桃園市龍潭區,養殖魚塭,93
桃園市龍潭區,休閒農場,4
桃園市復興區,林業使用,18928
桃園市復興區,農糧作物,3785
桃園市復興區,潛在可供農業使用,2827
桃園市復興區,道路或道路設施,674
桃園市復興區,農水路使用,59
桃園市復興區,公共及公用設施,46
桃園市復興區,工廠,31
桃園市復興區,其他建築使用,1167
桃園市復興區,河川及水利設施,222
桃園市復興區,農舍,8
桃園市楊梅區,農糧作物,13299
桃園市楊梅區,養殖魚塭,295
桃園市楊梅區,林業使用,3448
桃園市楊梅區,道路或道路設施,2037
桃園市楊梅區,其他建築使用,6475
桃園市楊梅區,工廠,1514
桃園市楊梅區,潛在可供農業使用,5485
桃園市楊梅區,農舍,463
桃園市楊梅區,公共及公用設施,599
桃園市楊梅區,河川及水利設施,924
桃園市楊梅區,農水路使用,2520
桃園市楊梅區,畜牧使用,193
桃園市楊梅區,休閒農場,16
桃園市新屋區,工廠,1268
桃園市新屋區,農水路使用,5303
桃園市新屋區,河川及水利設施,849
桃園市新屋區,潛在可供農業使用,4168
桃園市新屋區,農糧作物,28038
桃園市新屋區,公共及公用設施,102
桃園市新屋區,其他建築使用,4482
桃園市新屋區,農舍,853
桃園市新屋區,畜牧使用,205
桃園市新屋區,道路或道路設施,1589
桃園市新屋區,林業使用,729
桃園市新屋區,養殖魚塭,314
桃園市新屋區,休閒農場,10
桃園市蘆竹區,其他建築使用,8703
桃園市蘆竹區,潛在可供農業使用,4459
桃園市蘆竹區,工廠,2280
桃園市蘆竹區,農糧作物,10095
桃園市蘆竹區,農舍,563
桃園市蘆竹區,畜牧使用,118
桃園市蘆竹區,道路或道路設施,2961
桃園市蘆竹區,河川及水利設施,1206
桃園市蘆竹區,農水路使用,1254
桃園市蘆竹區,公共及公用設施,208
桃園市蘆竹區,林業使用,4572
桃園市蘆竹區,養殖魚塭,169
桃園市蘆竹區,休閒農場,47
桃園市大園區,工廠,1584
桃園市大園區,河川及水利設施,1174
桃園市大園區,潛在可供農業使用,3700
桃園市大園區,農糧作物,16718
桃園市大園區,道路或道路設施,2117
桃園市大園區,其他建築使用,4843
桃園市大園區,林業使用,983
桃園市大園區,農水路使用,2436
桃園市大園區,農舍,373
桃園市大園區,畜牧使用,244
桃園市大園區,養殖魚塭,279
桃園市大園區,公共及公用設施,194
桃園市八德區,潛在可供農業使用,1342
桃園市八德區,農糧作物,4956
桃園市八德區,其他建築使用,3322
桃園市八德區,道路或道路設施,1281
桃園市八德區,林業使用,764
桃園市八德區,河川及水利設施,376
桃園市八德區,公共及公用設施,289
桃園市八德區,工廠,1412
桃園市八德區,農舍,258
桃園市八德區,農水路使用,1218
桃園市八德區,養殖魚塭,100
桃園市八德區,畜牧使用,20
桃園市平鎮區,農糧作物,6331
桃園市平鎮區,其他建築使用,5925
桃園市平鎮區,畜牧使用,48
桃園市平鎮區,道路或道路設施,1766
桃園市平鎮區,農舍,366
桃園市平鎮區,工廠,1024
桃園市平鎮區,潛在可供農業使用,2336
桃園市平鎮區,公共及公用設施,227
桃園市平鎮區,河川及水利設施,826
桃園市平鎮區,養殖魚塭,99
桃園市平鎮區,林業使用,1286
桃園市平鎮區,農水路使用,572
桃園市平鎮區,休閒農場,6
嘉義市嘉義市,農糧作物,6384
嘉義市嘉義市,道路或道路設施,1348
嘉義市嘉義市,其他建築使用,4024
嘉義市嘉義市,工廠,986
嘉義市嘉義市,潛在可供農業使用,2309
嘉義市嘉義市,公共及公用設施,363
嘉義市嘉義市,林業使用,1497
嘉義市嘉義市,農舍,318
嘉義市嘉義市,河川及水利設施,244
嘉義市嘉義市,畜牧使用,20
嘉義市嘉義市,農水路使用,499
嘉義市嘉義市,養殖魚塭,22
嘉義市嘉義市,休閒農場,1
新竹縣關西鎮,林業使用,18022
新竹縣關西鎮,農糧作物,8429
新竹縣關西鎮,潛在可供農業使用,1927
新竹縣關西鎮,道路或道路設施,1050
新竹縣關西鎮,其他建築使用,3506
新竹縣關西鎮,農水路使用,441
新竹縣關西鎮,河川及水利設施,789
新竹縣關西鎮,農舍,356
新竹縣關西鎮,公共及公用設施,110
新竹縣關西鎮,工廠,194
新竹縣關西鎮,畜牧使用,97
新竹縣關西鎮,養殖魚塭,2
新竹縣新埔鎮,農糧作物,9295
新竹縣新埔鎮,農水路使用,873
新竹縣新埔鎮,潛在可供農業使用,2630
新竹縣新埔鎮,道路或道路設施,1459
新竹縣新埔鎮,其他建築使用,4489
新竹縣新埔鎮,林業使用,11779
新竹縣新埔鎮,畜牧使用,206
新竹縣新埔鎮,河川及水利設施,1855
新竹縣新埔鎮,農舍,676
新竹縣新埔鎮,工廠,450
新竹縣新埔鎮,公共及公用設施,188
新竹縣新埔鎮,休閒農場,106
新竹縣竹北市,農糧作物,8319
新竹縣竹北市,潛在可供農業使用,1861
新竹縣竹北市,畜牧使用,118
新竹縣竹北市,農水路使用,1531
新竹縣竹北市,林業使用,633
新竹縣竹北市,其他建築使用,2213
新竹縣竹北市,農舍,1329
新竹縣竹北市,道路或道路設施,634
新竹縣竹北市,工廠,676
新竹縣竹北市,河川及水利設施,854
新竹縣竹北市,公共及公用設施,111
新竹縣竹北市,養殖魚塭,65
新竹縣竹東鎮,林業使用,7418
新竹縣竹東鎮,其他建築使用,3249
新竹縣竹東鎮,潛在可供農業使用,1677
新竹縣竹東鎮,農糧作物,5433
新竹縣竹東鎮,農舍,678
新竹縣竹東鎮,道路或道路設施,1133
新竹縣竹東鎮,河川及水利設施,627
新竹縣竹東鎮,工廠,572
新竹縣竹東鎮,農水路使用,650
新竹縣竹東鎮,公共及公用設施,100
新竹縣竹東鎮,畜牧使用,28
新竹縣竹東鎮,養殖魚塭,1
新竹縣橫山鄉,其他建築使用,1985
新竹縣橫山鄉,林業使用,12260
新竹縣橫山鄉,農糧作物,6260
新竹縣橫山鄉,農舍,137
新竹縣橫山鄉,潛在可供農業使用,975
新竹縣橫山鄉,道路或道路設施,734
新竹縣橫山鄉,農水路使用,349
新竹縣橫山鄉,休閒農場,7
新竹縣橫山鄉,公共及公用設施,94
新竹縣橫山鄉,河川及水利設施,1122
新竹縣橫山鄉,工廠,160
新竹縣橫山鄉,畜牧使用,49
新竹縣芎林鄉,農糧作物,5414
新竹縣芎林鄉,林業使用,6093
新竹縣芎林鄉,潛在可供農業使用,761
新竹縣芎林鄉,農舍,408
新竹縣芎林鄉,其他建築使用,2019
新竹縣芎林鄉,道路或道路設施,670
新竹縣芎林鄉,河川及水利設施,273
新竹縣芎林鄉,工廠,220
新竹縣芎林鄉,農水路使用,522
新竹縣芎林鄉,畜牧使用,23
新竹縣芎林鄉,公共及公用設施,51
新竹縣芎林鄉,休閒農場,12
新竹縣寶山鄉,工廠,205
新竹縣寶山鄉,農糧作物,6307
新竹縣寶山鄉,林業使用,12228
新竹縣寶山鄉,其他建築使用,3235
新竹縣寶山鄉,農水路使用,1373
新竹縣寶山鄉,道路或道路設施,1107
新竹縣寶山鄉,潛在可供農業使用,1190
新竹縣寶山鄉,畜牧使用,63
新竹縣寶山鄉,河川及水利設施,496
新竹縣寶山鄉,公共及公用設施,142
新竹縣寶山鄉,農舍,258
新竹縣寶山鄉,休閒農場,1
新竹縣北埔鄉,林業使用,12045
新竹縣北埔鄉,潛在可供農業使用,594
新竹縣北埔鄉,農糧作物,3143
新竹縣北埔鄉,道路或道路設施,469
新竹縣北埔鄉,農水路使用,219
新竹縣北埔鄉,河川及水利設施,389
新竹縣北埔鄉,其他建築使用,1154
新竹縣北埔鄉,休閒農場,92
新竹縣北埔鄉,農舍,82
新竹縣北埔鄉,工廠,91
新竹縣北埔鄉,公共及公用設施,16
新竹縣北埔鄉,畜牧使用,39
新竹縣峨眉鄉,農糧作物,4647
新竹縣峨眉鄉,林業使用,8534
新竹縣峨眉鄉,農舍,98
